rating,date,content,visit_time,reservation,wait_time,review_length,weekday,rating_zscore,wait_time_minutes,is_reserved,tfidf_ㅎㅎ,tfidf_가격,tfidf_가격이,tfidf_가득,tfidf_가면,tfidf_가서,tfidf_가성비,tfidf_갔는데,tfidf_같아요,tfidf_계속,tfidf_그냥,tfidf_그래도,tfidf_근데,tfidf_금방,tfidf_너무,tfidf_다들,tfidf_다른,tfidf_다시,tfidf_다양하고,tfidf_대기,tfidf_대전,tfidf_대전에,tfidf_대전의,tfidf_많고,tfidf_많아서,tfidf_많이,tfidf_말차튀소,tfidf_맛도,tfidf_맛이,tfidf_맛있고,tfidf_맛있네요,tfidf_맛있는,tfidf_맛있어요,tfidf_맛있음,tfidf_망고,tfidf_망고시루,tfidf_매장,tfidf_먹었어요,tfidf_명란바게트,tfidf_바로,tfidf_방문,tfidf_방문했어요,tfidf_본점,tfidf_본점은,tfidf_부추빵,tfidf_빠르게,tfidf_빨리,tfidf_빵도,tfidf_빵들이,tfidf_빵은,tfidf_빵을,tfidf_빵이,tfidf_사고,tfidf_사람,tfidf_사람이,tfidf_사서,tfidf_샀는데,tfidf_샌드위치,tfidf_생각보다,tfidf_성심당,tfidf_성심당은,tfidf_안에,tfidf_엄청,tfidf_없는,tfidf_없어서,tfidf_없이,tfidf_역시,tfidf_오랜만에,tfidf_오후,tfidf_웨이팅,tfidf_웨이팅이,tfidf_일찍,tfidf_입장,tfidf_있고,tfidf_있는,tfidf_있어,tfidf_있어서,tfidf_있어요,tfidf_잔뜩,tfidf_정말,tfidf_제일,tfidf_종류가,tfidf_종류도,tfidf_좋고,tfidf_좋아요,tfidf_좋아하는,tfidf_좋았어요,tfidf_좋은,tfidf_줄은,tfidf_줄이,tfidf_직원,tfidf_진짜,tfidf_처음,tfidf_최고,tfidf_크림이,tfidf_튀김소보로,tfidf_튀소,tfidf_평일,tfidf_하고,tfidf_해서
5.0,2026-07-03,임산부혜택으로 바로 입장했어요,점심에 방문,예약 없이 이용,바로 입장,16,Friday,0.4335964598825432,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-07-02,맛있어요,저녁에 방문,예약 없이 이용,바로 입장,4,Thursday,0.4335964598825432,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-07-02,성심당 200 이용하기 목요일 오후 5시쯤 방문오랫만에 성심당 본점방문 평일 오후라 그런지 곧바로 입장 계산줄은 약간 기다렸지만 5분 이내로 짧게 기다리고 계산완료 말치튀소랑 호밀빵 구입 역시 맛있당 평일 오후에는 관광객이 적은듯 직장인 퇴근전이라 줄이 짧았는데 5시30분 넘으니 살짝 줄이 생기기 시작했음오후5시 쯤에는 케익부띠끄도 줄없고 시루매장도 프리패스 오랫만에 긴 기다림없이 빵구입 인기상품은 품절ㅠ ㅠ성심당 본점에서 계산할때는 한줄서기가 아니고 계산대마다 줄서기 요령껏 짧은줄 쪽으로 가면 빠른계산 가능 그리고 디지털온누리상품권 결재가 가능하니 꼭 사용해보시길 멤버십가입하면 5 적립 이것도 모으면 쏠쏠함 지난달에는 적립금으로 망고시루 구입해서 기분 좋았음,저녁에 방문,예약 없이 이용,바로 입장,373,Thursday,0.4335964598825432,0.0,0,0.0,0.0,0.0,0.0,0.32285690417501833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31607449494400186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3029144182054783,0.0,0.0,0.0,0.0,0.0,0.0,0.23361649363734258,0.0,0.294414650272665,0.0,0.0,0.0,0.2991852286177794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48648470422922785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48648470422922785,0.0,0.0
5.0,2026-07-02,빵 종류가 다양하고 맛있었습니다 가격 대비 퀄리티가 좋아요 평일 오후 웨이팅은 기다릴만한 것 같아요,점심에 방문,예약 없이 이용,30분 이내,55,Thursday,0.4335964598825432,20.0,0,0.0,0.43357871838439854,0.0,0.0,0.0,0.0,0.0,0.0,0.3563083436917119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43357871838439854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39538236626841294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3838386043700125,0.0,0.0,0.2944431362097991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3266608392846673,0.0,0.0
5.0,2026-07-01,구매한 모든 빵들이 최고에요 망고시루 기대한 것보다 훨씬 맛있었어요,점심에 방문,예약 없이 이용,30분 이내,37,Wednesday,0.4335964598825432,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7462814794180204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6656304931999818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-07-01,대전 방문하면 꼭 들려야하는 성심당 본점 케익부띠끄에서 메론케이크 구입 후 오전에 바로 다녀와보았는데요 웨이팅도 없어 바로 들어가 빵을 구입할 수 있었어요 방문하기전 성심당에서 꼭 드셔야하는 빵 추천 해드릴게요 1 명란바게트 2 보문산메아리 3 김치찹쌀주먹밥 4 말차튀김소보로 위에 4가지는 꼭 드셔봐야하는 성심당 추천 메뉴에요 평일인데도 오후에는 줄이 길게 늘어서서 사실 놀랐어요 그래도 회전율이 빠르고 소진된 빵도 금세 채워졌고요 대전 오시면 꼭 방문하시는것을 권유드려요,점심에 방문,예약 없이 이용,바로 입장,265,Wednesday,0.4335964598825432,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2922846647202072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47068442101284047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28453105202221773,0.4892587225629172,0.0,0.0,0.2578394372807638,0.0,0.0,0.0,0.0,0.2922846647202072,0.0,0.0,0.25090359437674403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30976703800588495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24874505273967099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,2026-06-30,괜찮아요,저녁에 방문,예약 없이 이용,30분 이내,4,Tuesday,-2.325905610679841,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,2026-06-30,말뭐 3만원만 사도 봉투가 빵빵,점심에 방문,예약 없이 이용,30분 이내,17,Tuesday,-0.2562790577580529,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-30,대전의 필수 코스죠 사람이 많지만 맛있고 가격이 합리적임,점심에 방문,예약 없이 이용,10분 이내,31,Tuesday,0.4335964598825432,5.0,0,0.0,0.0,0.5526446588476414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526446588476414,0.0,0.0,0.0,0.0,0.0,0.0,0.458410439223026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4231165694057618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,2026-06-30,좋아요,점심에 방문,예약 없이 이용,30분 이내,3,Tuesday,-0.2562790577580529,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-30,평일 점심 화요일 12시 웨이팅 없이 5분컷 1통멜론케이크 성공했어요,점심에 방문,예약 없이 이용,바로 입장,38,Tuesday,0.4335964598825432,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6476290952994294,0.0,0.0,0.0,0.5342709887696752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5432596667163101,0.0,0.0
5.0,2026-06-30,시루랑 롤케익 산다고다른빵을 더 많이 못사온게 아쉬울 따름입니다ㅠ넘 맛있고 가성비가 좋아요ㅎㅎ,점심에 방문,예약 없이 이용,10분 이내,52,Tuesday,0.4335964598825432,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6812022687036967,0.0,0.0,0.0,0.7320952595891717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-30,보문산메아리 추천해요,점심에 방문,예약 없이 이용,바로 입장,11,Tuesday,0.4335964598825432,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-30,역시 대전은 성심당 샌드위치 정거장에서 잠봉뵈르 멕시칠리핫도그 프렌치망고샌드위치 꼭 드세요 그리고 부추빵이나 튀김소보루가 질린다면 초코튀소랑 주먹밥 강추,밤에 방문,예약 없이 이용,30분 이내,85,Tuesday,0.4335964598825432,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7163213191591515,0.0,0.37958326261969283,0.0,0.0,0.0,0.0,0.0,0.0,0.585491515273349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-29,맛있어요,점심에 방문,예약 없이 이용,10분 이내,4,Monday,0.4335964598825432,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-29,이색적인 빵종류가 많아요,아침에 방문,예약 없이 이용,30분 이상,13,Monday,0.4335964598825432,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,좋아요,점심에 방문,정보없음,정보없음,3,Sunday,0.4335964598825432,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,좋아요,점심에 방문,정보없음,정보없음,3,Sunday,0.4335964598825432,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,김티찹쌀주먹밥 짱맛있습니다,점심에 방문,예약 없이 이용,30분 이내,14,Sunday,0.4335964598825432,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,후다닥 구매하기 ㅎㅎ,점심에 방문,정보없음,정보없음,11,Sunday,0.4335964598825432,,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,주말 점심 2시 넘어도 웨이팅 있음 하지만 맛있어서 할만함,점심에 방문,예약 없이 이용,30분 이상,32,Sunday,0.4335964598825432,45.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,망고시루 사러 대전왔어요모든 시루들 중에 망고시루가 탑인것 같아요그냥 먹으면 입에서 없어져요그리고 생각보다 롤이 너무 맛있었어요ㅠㅠ시루랑 롤 둘 다 냉장고에 하루 뒀다가 먹었을 때 시트가 촉촉해져서 더 맛있는것 같아용시루는 20분 정도 줄 서서 받은 것 같고 롤은 10분정도 줄 섰어요 시루랑 롤 같은 곳에서 결제 가능하고 받는 곳만 달랐어요 롤 받는 줄이랑 본점 대기줄이랑 다르니까 롤만 사실 분들은 바로 본점 들어가시면 돼용빵 줄은 너무 길어서 패스했습니당망고시루는 짱이에요,점심에 방문,예약 없이 이용,30분 이내,267,Sunday,0.4335964598825432,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4515044339365149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36667746087521336,0.0,0.0,0.0,0.27751603794535645,0.0,0.0,0.5850040132990463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33639756670956733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35955975308810145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,성심당 최고,점심에 방문,예약 없이 이용,10분 이내,6,Sunday,0.4335964598825432,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4455379068087782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8952630750770705,0.0,0.0,0.0,0.0,0.0,0.0
5.0,2026-06-28,70주년인 성심당 맛있고 저렴한 빵집 인정,점심에 방문,예약 없이 이용,30분 이내,23,Sunday,0.4335964598825432,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861600216202942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5075874973234107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
