rating,date,content,visit_time,reservation,wait_time
4.5,2026년 5월 22일 금요일,가성비가좋아요,아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 21일 목요일,"5/21(목)  17:00 방문후기본점줄은 너무길어 줄서기 포기케익부띠끄는 프리패스(줄없음)시루매장(줄없음)샌드위치 정거장(줄없음)아쉬운 마음을 뒤로하고 샌드위치 정거장으로 발걸음을 돌렸음. 근데 내가 좋아하는 이탈리안샌드위치 품절ㅠ.ㅠ 대부분의 샌드위치 품절ㅠ.ㅠ/잠봉뵈르, 애플브리지,멕시칠리핫독, 야끼소바빵등 몇가지만 남아있음.  차선책으로 맥시칠리핫독 구입. 소시지 식감이 좋음. 1개 7800원인데 거의 2인분 수준.  약간 매운맛소스가 가미됨.  케익부띠끄 들러 초코마들렌이랑 파운드케익 추가구입후 귀가.  아~~~성심당 본점은  언제 갈수있을까? 말차튀소랑 말차크로와상 먹고싶당#성심당줄서기#대전여행#오늘클립챌린지#빵지순례",저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 21일 목요일,본점 오랜만에 왔는데 빵들 크기가 롯데지점보다 더 큰 느낌이 들더라구요? 매장 내부는 생각보다 작았어요! 비오는날에 가서 그런지 웨이팅 거의 안하고 들어갈수있었어요.,점심에 방문,예약 없이 이용,10분 이내
4,2026년 5월 21일 목요일,"대전의 성지 성심당 본점이른 시간인데도 이미 품절된 것들이 있어 계획했던것 중 못산것도 있었음샌드위치 줄은 따로였고, 애플브리치즈와 빵 여러가지 사왔는데 기대보다는 그냥저냥브리치즈는 바게뜨빵이 너무 질겼고 굉장히 달다일반빵들도 당도가 상당히 있고 사온것들 대부분 그냥 쏘쏘 했음. 딱 뭐가 맛있다 이런 생각은 안들음직원분들 친절하셨고, 비오는 날이라 빵 쇼핑백에 비닐커버를 해주신것이 인상깊었다",아침에 방문,,
5,2026년 5월 20일 수요일,빵 종류도 많고 착한 가격에 맛있는 빵들 많이 먹을 수 있어서 좋아영,아침에 방문,,10분 이내
5,2026년 5월 20일 수요일,비온는수요일 주중이라  운좋게 줄안서고입장말차소보루랑 16겹망고파이 말차소보루는 말차크림이 조굼만 덜달았으면 훨씬 맛있었을거같은데 좀달다 16겹망고파이가  단정도가   상.중.하중 하 맛있었다,아침에 방문,예약 없이 이용,바로 입장
5,2026년 5월 19일 화요일,단팥빵 고로게와 오늘 처음 사 본 망고빵들~소박하지만 행복한 만찬이 되었어요 갓 만들어 나온 야채고로게 따뜻하게 맛있게 먹었고 망고빵도 망고 가득이어서 대박 만족하며 금방 다 먹었어요 가성비갑 맛있는 빵들 만드는 성심당 최고네요!! 민족합니다 망고빵 추천요,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 19일 화요일,성심당을 동네빵집처럼 가지만 알고보면 용인 사람.. 여름이라 적당히 사고 갑니다.맛이나 가격이나 언제나 만족스러운 빵집..,점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 19일 화요일,"여름이라 망고데니쉬, 망고롤 구매했어요 역시 🥭 체고시다...😊 언제먹어도 아몬드 크롸샹은 넘버1이고요 찹쌀주먹밥도 추천영상 많길래 처음 도전했는데 갠적으론 기름지고 밸루였어요 ㅜㅜ 그리고 옆건물가서 순수롤 꼭사셔요 진짜진짜 너무 맛있습니다 인생롤이야!",점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 19일 화요일,다먹고 찍었네요본점가면 맘모스 꼭 챙겨 와요역시 성심당은 가격도 착하고 재료도 좋아요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 19일 화요일,"성심당 is a must-visit bakery in Daejeon. The bread is fresh, affordable, and full of flavor, especially the famous 튀김소보로. Great variety, friendly service, and definitely worth the wait!",아침에 방문,예약 없이 이용,바로 입장
5,2026년 5월 19일 화요일,굿굿,밤에 방문,,
5,2026년 5월 18일 월요일,"날이 더우니 곳곳에 대형양산 준비해두셔서 잠시 빌려서 잘 썼습니다. 밖에서 대기줄 정리해 주시는 직원분들도 항상 넘 친절하세요. 이런 세심한 배려에 기다리는 시간이 하나도 힘들지 않네요. 평일이지만 월요일이라 주말같이 붐비는 느낌이에요귀여워서 사본 투표해요앙팡 맛있네요! 팥+ 메이플시럽 맛이 포인트에요. 맷돌로갈은통밀빵 4,5 (<~ 이거 넘 고소해서 👍)카레고로케 2,8 (고로케 중 카레, 낙지 👍)말차튀소 3.0 (튀소종류는 바로 먹어야 더 👍)투표해요앙팡 2.0  슈크림빵 2.0 스테이크빵 2.3김치찹쌀주먹밥 2.5 👍오보름달 2.8 (이거 에프에 살짝 구움 👍)20일만애 대전 또 온거라오늘은 소소하게 담았습니다. 이제 키친테라스에서 생망고빙수 먹을려고요.",점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 18일 월요일,🙂,점심에 방문,,
5,2026년 5월 18일 월요일,평일인데도 사람들 많아서 줄섰어요. 그래도 방학시즌만큼 줄이 길진 않았어요. 날씨 엄청 더웠는데 양산 준비해줘서 좋았어요⛱️ 빵맛있고 특히 보문산메아리 맛있어요! 망고있는 빵도 먹었는데 망고 잘익었더라구요👍,점심에 방문,예약 없이 이용,
5,2026년 5월 18일 월요일,태어나서 샀던 빵 중에 제일 컸어요.,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 18일 월요일,왜 성심당 성심당 하는지 알 것 같아요 노잼도시 대전의 유일한 희망 맛있고 저렴한 가격 성심당때문에 대전가지 아니면 그다지 갈 일 없는 도시,아침에 방문,,
5,2026년 5월 18일 월요일,가격이 싸요,밤에 방문,예약 없이 이용,10분 이내
5,2026년 5월 17일 일요일,오후7시 넘어 방문하니 바로 입장가능👏🏻,저녁에 방문,,
5,2026년 5월 17일 일요일,"성심당 본점~ 한달에 한번은 방문하는 감히 대한민국 1등 빵집이라 말할 수 있는 성심당~ 주말 저녁식사를 은행동에서 한뒤방문하였는데, 저녁 7시 쯔음 방문하여 웨이팅이 별루 없어서 10여분 대기 후 입장하였다. 요시간대 방문은 정말적게 대기하고 입장 가능하니 저녁시간대 방문을 추천합니다. 빵을 아버지네꺼 포함 잔뜩 샀는데도 5만원도 하지 않는 이 극강의 가성비~ 빵들도 다 크고 너무나 맛이 좋아서 정말 수십년째 오고있지만 멈출수가 없는 성심당s 이번에 정말 꼭 추천하고픈건 말차크로와상과 김치찹쌀주먹밥 완전히 핵강추드립니다. 말차크로와상은 깊은 말차맛에 크림이 듬뿍 담겨져서 맛이 아주 훌륭한 와이프님 원픽! 김치찹쌀주먹밥은 너무 쫀득하고 누른밥에 김치에 볶아서 김가루가 버무려져 아는맛인데 최고임👍👍",저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 17일 일요일,일욜 저녁 6시쯤 갔는데 10분정도 기다리고 들어갔어요! 빵 종류도 많이 있고 김치찹쌀밥 많이 있어서 좋았습니다,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 17일 일요일,와 예전에 비하면 웨이팅 많이 줄었네요! 안에서 정신이 하나도 없는거 제외하곤 좋아요. 빵도 크고 맛있어요! ㅠ 대전 살고싶다,점심에 방문,,30분 이상
5,2026년 5월 17일 일요일,굿,아침에 방문,,30분 이내
4,2026년 5월 17일 일요일,^^,아침에 방문,예약 없이 이용,10분 이내
5,2026년 5월 17일 일요일,대기줄이 어마어마함🥲오후 느즈막한 시간에 가니 덜 기다렸어요☺️,아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 16일 토요일,망고 시리즈 맛있어요,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 16일 토요일,좋아요,저녁에 방문,,
4.5,2026년 5월 16일 토요일,밤9시에도 사람이 진짜 많네요.역시 성심당이네요망고가 어마무시합니다.망고시루가 짱이에요,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 16일 토요일,성심당은 역시 성심당!! 이번에도 맛있는 빵 잔뜩 사왔어요~~ 먹물방망이랑 명란바게트가 이번엔 특히 맛있군여,점심에 방문,,10분 이내
5,2026년 5월 16일 토요일,성심당 굿 ~,점심에 방문,예약 후 이용,30분 이상
5,2026년 5월 16일 토요일,평소에는 품절이라 보지못하는 빵들이 많이 남아있어서 왕창왕창 구매! 한밭수목원에 피크닉 가서 시루와 함께 먹었는데 너무너무 맛있었다!,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 16일 토요일,너무 맛있고 사람 진짜 많았는데 알바분들이 잘 대응해줘서 빠르게 사고 나올 수 있었어요!! 최고!!,점심에 방문,예약 없이 이용,30분 이상
5,2026년 5월 16일 토요일,거리가 멀어도 한번씩 가는 성심당😝❤️ 거리가 먼만큼 간 김에 갈 때마다 빵 잔뜩! 너무 맛있고 가성비 최고👍🏼성심당 하는 이유가 있음!🥖🍞🥐🥨,아침에 방문,예약 없이 이용,30분 이내
4,2026년 5월 16일 토요일,주말 대전 여행 왔어요. 잘 먹을게요,아침에 방문,예약 없이 이용,바로 입장
4.5,2026년 5월 16일 토요일,"‼️성심당 본점은 오픈 30분 전에 미리 개방해주시니까 오픈런하실 분들은 7시 30분 전까지 오세요‼️‼️토요일 오픈런 했는데, 7시 10분에 도착해서 줄 섰고 약 20분 가량 기다린 것 같아요. 본점은 회전률이 빨라서 금방금방 빠져요. 성심당이 처음이시라면, 튀소, 말차튀소, 명란바게트, 아몬드크로와상, 치즈퐁듀, 김치찹쌀주먹밥 필수‼️‼️로 구매하시길 바랍니다. 저는 이번에 그 유명한 김치찹쌀주먹밥을 먹어봤는데, 너무 맛있었어서 한 개는 냉동실에 쟁여놨습니다… 츄베릅",아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 15일 금요일,"대전 와서 즐겨먹는 성심당 최애빵 단팥빵과 고로게로 오늘도 넘 행복하네요 빵 하나하나에 성심당의 오래된 진심, 맛과 정성이 가득 담겨있네요 맛있는 빵 만들어주셔서 넘 감사해요 또 사러갈게요 번창하세요",저녁에 방문,예약 없이 이용,바로 입장
4,2026년 5월 15일 금요일,굿,아침에 방문,,30분 이내
5,2026년 5월 14일 목요일,사장님 감사히 잘 먹었습니다. 야채와 고기를 마음껏 먹었네요. 포항 안경외길 25년차 안경박사입니다. 안경이나 콘택트렌즈 필요하시면 방문해주세요. 꼼꼼하게 검안해드리겠습니다.,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 14일 목요일,굿,점심에 방문,,바로 입장
5,2026년 5월 14일 목요일,한달만에 재방문한 성심당💛 평일에 방문하니 10분만에 들어갔어요ෆ 역시나 맛있고 가성비 있는 빵🥐🥖🥪,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 14일 목요일,성심당본점에서 튀소와 몇가지 빵을 사왔어요튀김소보로가 유명하지만 다른 빵도 맛있었어요~~^^,점심에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 14일 목요일,남자친구가 말차크로와상을 못먹어봣다해서 사러왓어욘~~ 회사랑 가까워서 평일 낮 11시쯤 방문했는데 줄 별로 안길어서 30분정도 웨이팅한거같습니다!! 성심당 올때마다 느끼는게 너무 기빨려요 가게 안에서 밀치고 여기저기서 잠시만요~~ 지나갈게요~~ 빵은 봐야하고.. 대전에 9년 살면서 느끼는데 확장 좀 햇으면 좋겟어요;; 직원분들도 너무 피로할듯,점심에 방문,예약 없이 이용,30분 이내
5,2026년 5월 13일 수요일,"대전 빵지순례의 상징, 성심당 본점🍞1956년 대전역 앞 찐빵집에서 시작한 작은 빵집이 이제는 전국을 대표하는 빵집이 되었어요🥹웨이팅 피하려고 평일 저녁 7시 넘어서 갔는데 운 좋게 바로 들어갈 수 있었어요🙏🏻다만 없는 빵 종류가 많아서 되도록 일찍 오는걸 추천드려요🔥이날 기준 크림치즈화이트번, 튀김소보로, 튀소구마, 소금빵, 크루아상, 애플파이는 충분히 남아있었고 작은메아리, 명란바게트는 아쉽게도 없었어요🥯대신 사람이 많이 없어서 계산도 바로 했고 여유롭게 볼 수 있어서 좋았어요~‼️ 늦은시간에 가서 빵들이 만들어지는 과정은 못봤지만 살 빵들이 다 있어서 만족스러워요👍🏻주차 정산 받으시려면 영수증 반드시 챙기셔야 하세요😊온누리상품권(디지털온누리) 가능하니 꼭 혜택받으세요🩷",저녁에 방문,예약 없이 이용,바로 입장
4.5,2026년 5월 13일 수요일,"처음엔 유행하는 빵만 먹었었는데,몇번 가서 먹다보니 기본빵이 제일 맛있는것 같아요ㅎㅎ 착한가격에 먹는 맛있는 빵!",점심에 방문,예약 없이 이용,10분 이내
4,2026년 5월 13일 수요일,굿,점심에 방문,,10분 이내
5,2026년 5월 12일 화요일,굿,저녁에 방문,,
5,2026년 5월 12일 화요일,언제나 손님이 가득이지맘 오늘은 그나마 수월하게 빵 샀습니다. ^^,저녁에 방문,예약 없이 이용,바로 입장
1.5,2026년 5월 12일 화요일,빵 하나에??? 6000원이 넘음???... 이거 실화... 아무리 빵이 맛있어도 6000원.... 후... 일단 여동생이 사달라고 해서 샀는데 돈 아깝..,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 12일 화요일,평일인데도 사람이 많았어요 과일시루 진짜 맛있네요,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 12일 화요일,말해뭐해요 ㅋㅋ 성심당은 맛잇죠 ㅎㅎ 대전사람인데 .. 주말에는 힘드니 평일에 가기,저녁에 방문,예약 없이 이용,바로 입장
0.5,2026년 5월 12일 화요일,평일이라 줄도 별로 안긴데 손님도 직원도 지나가지 못할정도로 꾸역꾸역 넣는건 뭔 정신머리로 진행 하는건지 감도 안잡여요. 인내심 테스트하는것도 아니고 빵대신 엿먹어봐라 이런건가요?덩치큰 여성분이 빵 정리하는데 빵집어갔다고 사람을 1분넘게 야리던데 직원교육 똑바로 시키세요.거기서 뭐 사람 다 트레이로 치고 밀고 난리도 아닌데 직원 눈치까지 봐가면서 움직이길 바라면 이꼬라지로 운영을 하질 말던가요.대전 진짜 개쓰레기 도시인걸 또한번 체험하고 갑니다.,점심에 방문,예약 없이 이용,30분 이내
3.5,2026년 5월 12일 화요일,너무 유명한 것치고 눈치게임 성공인건지 일반 빵집만 조금 웨이팅 있었고 시루랑 다른데는 웨이팅이 하나도 없었네요 개인적으로 시루보다 일반 빵이 더 맛있는 듯,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 11일 월요일,오랜만에 방문했는데 평일이라 대기줄도 없고 새로운 빵들도 살 수 있어서 좋았어용👍,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 5월 11일 월요일,월요일인데도 줄이 !!너무 길어요전보다 더 사람 많은 듯하네요,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 11일 월요일,김치찹쌀주먹밥 꼭 드세요,점심에 방문,,
5,2026년 5월 11일 월요일,"임산부 친구 프리패스권으로 다녀옴월요일 2시쯤에 갔는데 여전히 사람이 많았고(오히려 케이크부띠크, 시루매장은 널널) 최소 30분은 기다려야하는 줄이었음대전 언제 또 올까 싶어서 이것저것 담았음말차 기대했는데 말차튀소보다는 크로와상이 더 맛있음! 하루만에 다 먹긴 크림이 과해서 이틀에 나눠먹음. 찾는 빵이 없으면 일시품절이라서 조금 기다려야 나옴. 직원분께 여쭤보면 얼마나 기다려여하는지 알려줌. 매우 친절함!언제 또 갈지는 모르겠지만 당일 먹는 게 제일 맛있으니 욕심 덜어야할듯",점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 11일 월요일,대전 방문할 일 있으면 무조건 들러보게 되는 성심당. 평일 오전 시간인데도 웨이팅 피할 수는 없었으나 그래도 비교적 짧게ㅓ기다리고 필요안 빵만 챙겨서 후딱 나옴. 어느덧 70주년이라니 성심당 포에버~!!!,점심에 방문,예약 없이 이용,10분 이내
4.5,2026년 5월 11일 월요일,굿~~🚗 오늘도 아침 5시에 서울에서 출발🚗 - 8:11분  도착하여 🚗기다림없이 🍞 🥯 🥐 🥖 . 빵순이의 삶을 찬양. 오늘 하루 매우 만족합니다,아침에 방문,예약 없이 이용,바로 입장
5,2026년 5월 10일 일요일,대전 성심당 본점에 빵 사러 달려왔다.말차롤부터 먹는다. 와.. 녹아내리네..입 안을 포근하게 채워주는 둥실둥실 부드러운 감촉 못 잊겠네.크림과의 일체감이 제대로다.순수마들렌은 그냥 생필품처럼 사가면 된다ㅋ모든 빵을 다 먹어버리고 싶다!저녁 6시30분쯤엔 30미터 대기줄이 있었는데8시 조금 넘어 왔더니 대기는 없다.하지만 내부는 바글바글.여유롭게 빵 감상할 생각은 하지 말자!일요일 밤인데도 성심상 거리 미어터진다.지역 대표 기업(브랜드) 하나가도시 전체를 힙하게 만들어버리는 마법.대전역이랑도 가까워서 놀고 먹기 최적이다.대단하다 대전.돈을 쓸어담고 있는 착한 기업 성심당.내 돈도 쓸려들어갔다^^성심당에 아직도 안와봤는가?빨리 와보시기 바란다.실망하기 힘들 것이다,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 5월 10일 일요일,굿,저녁에 방문,예약 없이 이용,30분 이내
5,2026년 5월 10일 일요일,한화홈경기라 길도 복잡하고 성심당 주말엔 대기가 40분은 기본이네요매장 안에도 복잡성심당 메론 거북 귀엽네요,점심에 방문,예약 없이 이용,30분 이상
5,2026년 5월 10일 일요일,성심당 본점은 못가고샌드위치정거장하고 케익부띠끄로 갔습니다일요일에도 여전히 사람 많네요망고시루는 먹어봐서 망고크레페 구매했는데너무 맛있어요👍🏻🥺크림도 맛있고 시루와는다른 매력이에요 🥭,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 10일 일요일,예쁠때 빵찍는걸 까먹고 그냥 빵을 먹어버려서 사진은 없는데 생일자 있으면 꼭 미리 성심당 어플깔아서 생일 축하 쿠폰 받으세요 3000원 할인을 받을 수 있습니다,아침에 방문,예약 없이 이용,30분 이내
4,2026년 5월 10일 일요일,30분 이상 줄섰어요~간김에 양손 무겁게 담아는 왔는데이렇게 기다리는게 맞나싶기도 하네요ㅎ,밤에 방문,예약 없이 이용,30분 이상
5,2026년 5월 10일 일요일,⠀,밤에 방문,예약 없이 이용,바로 입장
5,2026년 5월 9일 토요일,20대부터 다녔던 성심당이젠 최고의 빵집으로 우뚝서고70년이 넘었다니빵 맛은 예술이고가격도 착해서 좋아요최고 고향의 빵집 성 심 당~~~맛나게 뮤자게 많이 멋었네요,저녁에 방문,예약 후 이용,30분 이상
4,2026년 5월 9일 토요일,빙수가 건강한 맛이에요~,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 9일 토요일,요즘같은 고물가에 성심당빵값은 더 와닿아요이 퀄리티에 이가격이 맞나 싶어요성심당 다녀가면 진짜 한동안 베이커리카페 기피 현상 생겨요맛이야 말해머해 가격도 착해 맛도조아 30분이든1시간이든 웨이팅 기다릴만하기도하고 줄이 진짜 길어서 오늘안에 들어가겠나싶은데 줄이 진짜 빨리빨리 빠져요이렇게 많은 인원이 줄서있는데도 통솔도 잘해줘요진짜 육각형으로 본받을게 많은집갓심당👍,저녁에 방문,예약 없이 이용,30분 이내
5,2026년 5월 9일 토요일,망고가 진심이네요...기다린 보람이 있어요. 한 여름은 아니어서 기다릴만 했어요♡,점심에 방문,예약 없이 이용,30분 이상
5,2026년 5월 9일 토요일,5월 9일 토요일 오전케잌이랑 시루줄은 생각보다 짧고빵집 대기줄은 길었음.오후는 잘 모르겠음.망고시루가 생각보다 딸기시루보다 인기가 없나?생각했는데  근데 개맛있음.빵집 2층에 망고빙수도 먹고갔는데 생망고 너무좋고 맛있네요.,점심에 방문,,
4.5,2026년 5월 9일 토요일,이미 N번차 방문이긴하지만 여전히 바쁘고 여전히 대기줄은 길고 또 여전히 그럴만하다고 생각하게 만드는대전 성심당 !내일은 망고시루와 롤케익 사서 서울로 ^^,점심에 방문,예약 없이 이용,30분 이상
5,2026년 5월 8일 금요일,대전고향에 갈때마다 꼭 들러서 사오는 빵집입니다가성비좋고 너무 맛잇어요 성심당은 사랑입니다ㅎㅎ,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 8일 금요일,굳굳,점심에 방문,,
5,2026년 5월 7일 목요일,빵좋아하는 딸이 케이크 🎂 와빵을이렇게 많이 사왔어요 ^^😀,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 7일 목요일,평일 낮에 방문했는데도 성심당은 역시나 사람이 엄청 많네요! 🤩 유명한 튀김소보로랑 맛있어 보이는 빵들을 잔뜩 사 왔습니다.기차역에 가보니 다들 약속이라도 한 듯 성심당 쇼핑백을 하나씩 들고 있는 모습이 너무 재밌고 신기했어요. ㅎㅎ 집에 와서 먹어보니 튀소는 역시 겉바속촉 진리입니다. 다른 빵들도 다 너무 맛있어요. 대전 방문 필수 코스로 완전 추천합니다! 👍,점심에 방문,,
5,2026년 5월 7일 목요일,친구가 임산부라 빨리 입장 해서 좋았어요!!! 5%할인도 해줬구요~ 명란 바게트 저번에 못사서 이번에 샀는데 넘 맛있어효~~~ 치아바타 되게 바삭해서 바게트 같고 완전 저렴쓰~,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 7일 목요일,👍,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 7일 목요일,.,밤에 방문,예약 없이 이용,바로 입장
5,2026년 5월 6일 수요일,역시는 역시 웨이팅 줄은 없었지만 평일인데도 붐비는 인파 많은 캐셔분으로 웨이팅 없이 빠르게 회전하는 회전율 🙆🏻‍♀️방문 기준 구매한 빵 1위는 시나몬 메아리 🥞새로 나온 듯한데 기존 보문산 메아리보다 더 취향저격 ❤️달달한 생크에 겉은 바삭 시나몬 맛에 안은 촉촉한 빵 👍🏻 굿굿,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 5월 6일 수요일,"명성에 비해 가성비 넘치는 빵 가격에 놀랐고, 대기줄에 비해 빠른 입장과 결제시스템에 만족. 비록 평일 5시라는 시간대라 그렇겠지만.. 성심당 이름자체로도 관광명소가 된 터라 방문 가치는 있다고 생각됨",저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 6일 수요일,망고빵은 샌드위치 정거장 망고빵이 훨씬 더 맛있었습니다.,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 6일 수요일,연휴 다음날 평일 점심때 방문했는데 웨이팅이 막 길진 않아서 좋았어요!근데 진짜 빵들이 가성비가 좋고 너무 맛있어요..갓심당❤️,점심에 방문,예약 없이 이용,바로 입장
5,2026년 5월 6일 수요일,모찌식빵사러 왔다가말차튀소 사고 온김에 쿠폰써서 고구마빵 득템역시 식빵은 모찌식빵이 맛있어 뜯어먹음 꿀맛,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 6일 수요일,좋아요,밤에 방문,예약 없이 이용,바로 입장
5,2026년 5월 6일 수요일,임산부 프리패스 감사합니다😍치아바타보다 감자치아바타가 더 맛있음!!(근데 순천 바바베이커스 치아바타가... 넘사벽),밤에 방문,예약 없이 이용,10분 이내
5,2026년 5월 5일 화요일,좋아요,점심에 방문,예약 후 이용,10분 이내
5,2026년 5월 5일 화요일,아들이 인천에서 축구 보러 갔다가 들려서 사왔는데 빵값도 착하고 전부 너무 맛있어요 아쉬운점은 장거리에서도 많이 방문 할텐데..종이쇼핑백이라 손잡이가 찢어져서 들고 왔네요ㅜㅜ,점심에 방문,,
5,2026년 5월 5일 화요일,최소 대기 한시간입니다빵은 맛있어요 가성비도 좋고,점심에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 5일 화요일,"아이가 어린이날 교회 선생님들, 청소년부랑 같이 방문했어요~ 즐거운 추억 만들었습니다~빵이 아주 맛있어요~",점심에 방문,예약 없이 이용,30분 이내
4.5,2026년 5월 5일 화요일,튀소세트 맛있네요,아침에 방문,,30분 이상
4.5,2026년 5월 5일 화요일,줄은 약 40-50분 선 듯튀김소보루는 본점에서 사야함선물용으로 괜찮음생각보다 팥외에 다른  조합들이 다 잘 어울리는 편,아침에 방문,,
4.5,2026년 5월 4일 월요일,굿,저녁에 방문,,
4.5,2026년 5월 4일 월요일,굿,밤에 방문,,
3.5,2026년 5월 4일 월요일,1. 웨이팅 하는 곳이 주차장까지 이어져 있지만 생각보다 사람이 빠르게 빠져서 좋았습니다.2. 빵 맛은 예전과 변함없이 맛있었는데 주먹밥은 예전보다 느끼해지고 짜졌습니다.3. 직원분들이 다들 친절하게 응대해 주셔서 좋았습니다.,점심에 방문,예약 없이 이용,30분 이상
5,2026년 5월 4일 월요일,드디너!!,점심에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 4일 월요일,말차크루아상 드디어 먹어봤어요! 말차 크림이 꽉꽉 차있고 부드럽소 촉촉하고 아주 맛있네요. 초코버터바게트도 너무 맛있어요ㅠㅠ 버터와 초코의 찐항 맛이 조화롭게 어우러져서 물리지 않고 계속 들어가요.,점심에 방문,예약 없이 이용,10분 이내
5,2026년 5월 4일 월요일,연휴중간평일이라 방심했더니 오늘도 대기줄이엄청나네요.줄서고 시루사고 빵사고 두시간가까이 걸린듯요.🤣망고시루 과일시루에 과일이 가득 들어있어요.👍빵종류가 다양해서 고르는데도 시간걸리니 미리먹을빵을 정하고 오는게 좋은거 같아요.빵가격이 저렴하고 맛도있다보니 대기는 늘 있는듯요.🤗,아침에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 3일 일요일,좋아요욭,점심에 방문,,1시간 이상
5,2026년 5월 3일 일요일,믿먹 성심당 갓심당 최고의성심당,아침에 방문,예약 없이 이용,바로 입장
5,2026년 5월 2일 토요일,구매줄 따로 받는줄 따로…시루 먹기 참 어려웠습니다,저녁에 방문,예약 없이 이용,30분 이내
3,2026년 5월 2일 토요일,사람이 매 년 많아져 슬프지만 포기 못합니다!,저녁에 방문,예약 없이 이용,2시간 이상
3.5,2026년 5월 2일 토요일,햄과 버터의 퀄리티가 정말  좋고 빵이 맛있습니다👍,저녁에 방문,예약 없이 이용,30분 이내
5,2026년 5월 2일 토요일,가성비 굿,점심에 방문,,
5,2026년 5월 2일 토요일,다 맛있어요~~ 말차크롸상 강추!!! 크기도 엄청커요 망고시루는 생각보다 딸기시루보다 작고 망고는 새콤 달콤하네요 딸기시루가 더 푸짐해요,점심에 방문,예약 없이 이용,10분 이내
4.5,2026년 5월 2일 토요일,성심당을 KTX를 타고 처음 가보네요 사람이 엄청 많아요 주말에 오면 무조건 오픈런을 해야 합니다. 여기는 상상 이상의 사람들 때문에 무조건 기다려야 합니다. 하지만 빵이 맛있고 가성비가 있어서 좋아요 👏,아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 2일 토요일,좋아요~~,아침에 방문,,
5,2026년 5월 2일 토요일,빵맛있고 가성비 좋아요이날도많ㅇㅣ 구매했어요진짜사람 줄많았어요,아침에 방문,,
5,2026년 5월 1일 금요일,사람에 치이는 경험을 할 수 있습니다. 실수로 옷에 크림이 묻을 수 있으니 서로 조심해야해요,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 5월 1일 금요일,여행왔다가 대기만 무려 2시간 반 ㅜㅜ 주차비는 후덜덜 빵은 그래도 맛있어요.,점심에 방문,예약 없이 이용,2시간 이상
4,2026년 5월 1일 금요일,좋아요,점심에 방문,,
5,2026년 5월 1일 금요일,성심당 본점 가려고 대전에 방문했어요.대기줄 진짜 어마어마해서 마음 단단히 먹고 방문하세요.가격은 저렴한테 퀄리티 높은 빵과 케이크였습니다.,아침에 방문,예약 없이 이용,30분 이내
5,2026년 5월 1일 금요일,오래기다린만큼 넘 맛있어요  담에또올거같아요,아침에 방문,예약 없이 이용,1시간 이상
5,2026년 5월 1일 금요일,본점 먼저 가서 7시 30분쯤에 줄섰어요 어제는 빨간날이라 그런지 30분만에 입장 한거 같애요 본점 문도 빨리 연거 같애요 일찍 갔음에도 불과 하고 아쉽게도 초코튀소는 없어서 못샀네요ㅠㅠ 사람은 뭐 항상 많지만 성심당은 줄설 가치가 있습니다ㅋㅋ,아침에 방문,예약 없이 이용,30분 이내
