rating,date,content,visit_time,reservation,wait_time
5,2026년 6월 28일 일요일,주말 점심 2시 넘어도 웨이팅 있음 하지만 맛있어서 할만함,점심에 방문,예약 없이 이용,30분 이상
5,2026년 6월 28일 일요일,망고시루 사러 대전왔어요모든 시루들 중에 망고시루가 탑인것 같아요그냥 먹으면 입에서 없어져요그리고 생각보다 롤이 너무 맛있었어요ㅠㅠ시루랑 롤 둘 다 냉장고에 하루 뒀다가 먹었을 때 시트가 촉촉해져서 더 맛있는것 같아용시루는 20분 정도 줄 서서 받은 것 같고 롤은 10분정도 줄 섰어요! 시루랑 롤 같은 곳에서 결제 가능하고 받는 곳만 달랐어요!! 롤 받는 줄이랑 본점 대기줄이랑 다르니까 롤만 사실 분들은 바로 본점 들어가시면 돼용빵 줄은 너무 길어서 패스했습니당망고시루는 짱이에요,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 28일 일요일,굿,점심에 방문,예약 후 이용,1시간 이상
5,2026년 6월 28일 일요일,성심당 최고,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 28일 일요일,70주년인 성심당!맛있고 저렴한 빵집 인정!,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 27일 토요일,한가득 담아도 2만원이 안되는 가격이라서 정말 놀라웠어요! 그리고 종류도 다양하고 맛도 좋아요! 참으로 대전의 자랑입니다 :),저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 27일 토요일,"예전에 그 명성은 익히 알고 이써~튀김소보로는 지인한테 선물 받아봄.여행중에 들른 ""성심당""와우 종류도 맛도 친절까지 모두가 진심인 가계 그래서 70주년을 지켜왔구나 싶네요.길거리마다 손에 성심당빵봉투 앞다투어 들고 있네요.부추빵.야채고로케.명란바게뜨 넘넘 맛있어!!가끔 빵투어로 대전에 방문하는걸로 다 먹어봐야쥐~~",저녁에 방문,,10분 이내
5,2026년 6월 27일 토요일,더운데 수고가 많다~^^,점심에 방문,,30분 이내
3,2026년 6월 27일 토요일,"이번 대전 여행에서도 어김없이 성심당을 방문했어요. 기차는 오후였지만, 일찍 도착한 김에 일찍 가자라고 생각해서 방문했어요. 지난 번엔 1시간은 족히 넘길 정도였는데, 이번엔 10~20분(?) 정도 기다렸어요. 완전 럭키대전이었어요!! 그렇게 입장해서 지인이 좋아하는 작은 메아리 9개와 가는 길에 먹을 카레 고로케 1개 구입했어요. 내부엔 사람들이 정말 많았고, 직원분들은 계속 빵들은 리필하고 계셨어요. 올 때마다 이 분위기가 적응이 안 되면서도 다들 빵에 진심이라는 걸 인지하고 나면 웃음이 나는 거 같아요. 좋은 빵을 가성비 좋게 구할 수 있어 좋았어요~^^",점심에 방문,예약 없이 이용,30분 이내
4.5,2026년 6월 27일 토요일,good,아침에 방문,예약 없이 이용,30분 이내
5,2026년 6월 27일 토요일,"성심당 본점 입성이른 아침시간이지만 벌써 웨이팅을 하시는 분들이 많았고케이크 줄은 넘 많아서 패스하고 바로 일반 빵을 파는 곳으로 갔는제 다행히 빠르게 입장이 가능했습니다!엄청 기대된 말차튀소, 말차크로와상!개인적으로 말차랑 넘 잘 어울려서 좋았어요그리고 그 외에 부추빵, 메아리, 주먹밥 등을 사서 먹어봤어요아.. 다 맛있어요1층 매장에서 결제 후 바로 샌드위치 정거장으로 넘어가실 수 있는데 여기서는 애플잠봉뵈르, 야끼소바빵을 샀어요애플은 사과잼의 달달함과 애플의 상콤함 짜지않은 햄 전반적인 담백한 잠봉뵈르였습니다야끼소바는 짜장맛이 살짝났고, 빵 자체가 부드럽고 맛있었어오ㅠ전반적으로 빵 자체가 너무 맛있어요그리고 가격대도 정말 괜찮았고, 담에 또 들려서 다른 빵들도 맛보고 싶었습니다😋",아침에 방문,예약 없이 이용,10분 이내
5,2026년 6월 27일 토요일,ㅎㅎ 순수롤이랑 멜론롤사고 튀김소보루 살려고 또 기다렸네요ㅜ그나마 줄이 금방 줄어 들어서 오래 안기다렸어요 빵도 많고 사람도 많고 ㅎㅎ 진짜 빵좋아하시는분들 많드라구요~저흰 에코백도 샀는데요 빵도 다 맛있지만 에코백이 커서 맘에들더라구요ㅋㅋ 한동안 그리울꺼 같은데 또 오고싶어요 성심당ㅠㅠ 삼각김밥 못사서 아쉬워요 담에는 꼭 사고싶어요,아침에 방문,예약 없이 이용,10분 이내
5,2026년 6월 26일 금요일,컵빙수 맛있어요-!!,점심에 방문,,
5,2026년 6월 26일 금요일,성심당은 역시 성심당 !,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 26일 금요일,"멜론롤은 본점에서만 판매해서 우리들주차장에 주차하고본점에서 삼총사세트 사고,케익부티크에서 멜론롤 구입해왔어요대기줄은 길어보이지만 금세 빠지고직원분이 순서 잘 챙겨주시고 친절하셔서 좋습니다더우니까 대기시 사용할 큰 우산도 준비되어 있는데한여름에는 퍽 힘들것 같다는 생각이 들어요온누리상품권 결제되어서 좋고요주차는 지점별 1만원 이상 결제시 1시간 무료입니다",점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 26일 금요일,"식사빵 아홉덩이 사와서 소분 보관 잘 해두면 2주간 행복한 아침밥🥖 행복행복☕️따끈한 2,300원 스테이크빵도 굿",아침에 방문,예약 없이 이용,10분 이내
3,2026년 6월 25일 목요일,평일 저녁인데도 사람이 많았음. 품절 된 빵이 많아서 일찍 가는거 추천. 일찍가도 줄은 많은거 봤음.사람이 많다보니 누가 크림 묻은 집게로 빵 집었다가 내려놓는거도 보게 됨,저녁에 방문,예약 없이 이용,30분 이내
3,2026년 6월 25일 목요일,굿,점심에 방문,예약 없이 이용,10분 이내
3.5,2026년 6월 25일 목요일,빵이 금방금방 팔리고 리필되요 성심당은 요즘 🥭🥭🥭맛 빵이 많아보였고 눈과 입이 즐거웠어요🍞🥐,점심에 방문,예약 없이 이용,30분 이상
4.5,2026년 6월 25일 목요일,좋아요,밤에 방문,예약 없이 이용,30분 이상
3.5,2026년 6월 24일 수요일,가성비 빵들이 많아요 대기줄이길고 매장안이 엄청복잡해요 사람들끼리 부딪히면서 뭐하나 고르기 힘드네요  계산하는곳이 많아 계산 포장은빨라요,점심에 방문,,30분 이상
5,2026년 6월 24일 수요일,성심당 본점웨이팅 필수사람 겁나 많지만 금방 입장 가능다양한 베이커리 잔뜩 ㅜㅜ 사람도 잔뜩새로나온 말차튀소 추천,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 24일 수요일,주차장은 힘들지만 잘 구입해서 먹었어요,점심에 방문,,
4,2026년 6월 24일 수요일,오랜만에 소보로,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 24일 수요일,평일 수요일에도 줄이 엄청 길어요..ㅠ.ㅠ선물용이랑 가족들꺼랑 샀어요ㅋ,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 24일 수요일,대전에 업무차 들렸다가 올라오는길에 잠깐 다녀올려고 왔는데. 입장대기시간이 약 30분안에는 더 혼란. 딱 필요한 소보로 2종만 잽싸게픽해서 나오고 건너편 빙수코너에서 생망고빙수먹고 왔습니다. 성심당은 이제 평일에도 빵성지네요. ^^#성심당본점 #본점빵집 #성심당 #오늘의빵 #대전빵집 #오늘빵 #빵투어 #대전빵 #성심당 #케익 #튀소 #튀김소보로 #튀김 #불사조봉삼이,점심에 방문,예약 없이 이용,30분 이내
3,2026년 6월 24일 수요일,튀소,아침에 방문,예약 없이 이용,1시간 이상
5,2026년 6월 24일 수요일,진짜아아 너무 좋아요,밤에 방문,예약 없이 이용,30분 이내
5,2026년 6월 23일 화요일,"대전 살면서 생각날 때 한 번쯤은 들르게 되는 성심당 본점! 이번에도 빵 몇 가지 구매했는데 역시 실망시키지 않네요. 사람이 많아도 직원분들이 빠르게 응대해 주셔서 오래 기다리지 않았고, 매장도 깔끔하게 관리되어 있어 편하게 둘러볼 수 있었습니다.튀김소보로는 역시 바삭하면서도 달콤한 맛이 좋았고, 다른 빵들도 전체적으로 신선해서 만족스러웠어요. 종류가 워낙 다양해서 고르는 재미도 있고 가격도 부담 없는 편이라 이것저것 담게 되네요.집에 와서 먹어도 맛있었고 가족들도 다 좋아했습니다. 대전을 대표하는 빵집이라는 말이 괜히 나오는 게 아닌 것 같아요. 빵 좋아하시는 분들이라면 한 번쯤 방문해 보시길 추천합니다!",저녁에 방문,예약 없이 이용,10분 이내
4.5,2026년 6월 23일 화요일,"가성비 빙수 맛집컵빙수 얼음빙수여도 맛있네요.망고빙수 15000원에 포장했는데 망고시루보다 나아서 저희는 이제 망고시루 대신 망빙 먹기로요.온누리상품권 결제 가능하고, 성심당 멤버쉽 가능해서 꿀혜택!컵빙수는 떡, 크림, 팥 들어가고 파에테 포요틴인가 그거 들어간듯요. 맛있어서 담에 또 먹기로함요",저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 23일 화요일,평일인데도 웨이팅이 너무 힘들었어요!🥲처음엔 사람들이 왜 줄까지 서서 이렇게 비싼 케이크를 사 먹을까 싶었는데 먹어보니 바로 납득했다는!!다른 곳에서는 쉽게 먹어보기 어려운 수준의 퀄리티였어요. 망고가 거의 폭탄급으로 들어 있어서 한입 먹을 때마다 망고가 입안 가득 느껴졌고 제누아즈도 정말 부드러워요! 크림도 느끼하지 않고 진짜 맛있었어요!🩷보통 과일 케이크를 사면 과일이 덜 익어서 아쉬운 경우가 많은데 성심당 망고시루는 망고가 완전 잘 익어서 더 맛있는 것 같아요.평일이었음에도 웨이팅이 너무 힘들었지만 또 사러 가고 싶을 정도의 퀄리티네요. 다음에 가면 멜론롤도 꼭 사고 싶어요. 노잼도시 대전을 꿀잼도시로 만든 성심당! 대전에 가면 역시 성심당 망고시루는 필수네요! :),저녁에 방문,,
5,2026년 6월 23일 화요일,망고시추 재..출시.. 재출시..,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 23일 화요일,평일 오전에 일찍 가니까 줄이 거의 없어서 바로 들어갔습니다! 직원분들은 엄청 바빠도 친절하시긴하지만 사람이 너무 많아서 왁자지껄 정신이 없어요ㅜㅜㅜ 그래도 확실히 가성비도 좋고 빵들도 맛있어요! 제 최애빵인 애플브리치즈샌드위치랑 작은메아리랑 초코버터바게트 잔뜩 쟁여왔습니다!,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 23일 화요일,망고시루 공장이다. 줄 서면서 보는 재미가 쏠쏠지금은 망고시루 시즌 끝났는데 매우 아쉽다내 최애 망고시루 세상사람들 다 먹어봤으면이날은 망고롤을 샀는데 마찬가지로 아주 굳! 평일 점심 기준 10분 정도 줄 섰음,점심에 방문,예약 없이 이용,10분 이내
4.5,2026년 6월 23일 화요일,"튀김소보로와 명란바게트 같은 시그니처 메뉴가 많은 사랑을 받고 있습니다. 빵이 갓 구워져 나와 풍미가 뛰어나고, 직원들의 친절한 서비스도 인상적이었습니다. 대전에 방문한다면 한 번쯤 꼭 들러볼 만한 빵지순례 명소로 추천합니다",밤에 방문,예약 없이 이용,30분 이내
5,2026년 6월 22일 월요일,굳,밤에 방문,예약 없이 이용,바로 입장
4,2026년 6월 22일 월요일,빵이 다양하고 맛있어요,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 6월 22일 월요일,케이크 줄은 원하는 맛이 없어 패스본점줄은 10분정도 걸려서 들어감가성비 좋은 빵슴슴한 부추빵 죠하요,점심에 방문,예약 없이 이용,10분 이내
3.5,2026년 6월 22일 월요일,"야채고로케, 아몬드크림빵, 몇년만에 먹어보는건지..ㅋ 늘 먹던거 말고 예전에 먹어본거 골라봤는데 오랜만에 먹으니 맛있넹. 역시 고로케는 따끈따끈할때 먹어야 제 맛",아침에 방문,,10분 이내
5,2026년 6월 22일 월요일,역시 대전 성심당이죵~ 갓심당 다 맛있어요. 실패는 역시 없구요 아쉬운점은 일찍가서 아직 안나왔던메뉴들이 있어서 그게 조금 아쉬웠어요.온누리 결제도 가능해서 할인할때 충전해서 사용하세요,아침에 방문,예약 없이 이용,바로 입장
5,2026년 6월 21일 일요일,굳,밤에 방문,예약 없이 이용,바로 입장
5,2026년 6월 21일 일요일,케익부띠크나 성심당본점은 줄이 길었는데 샌드위치정거장은 줄이 짧았어요! 프렌치망고 추천드려용~!,점심에 방문,예약 없이 이용,바로 입장
4.5,2026년 6월 21일 일요일,빵이 맛있지만 오래 기다려야해요,점심에 방문,예약 없이 이용,2시간 이상
4,2026년 6월 21일 일요일,빵은 맛있는데 줄이 ㅜ,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 21일 일요일,임산부라 바로 입장할수 있었어요!더운날 몸이 힘든 임산부를 배려해주셔서 무한감사합니다ㅠㅠㅠ 빵을 한가득 샀는데 넘 저렴해요!! 최고ㅠㅠ성심당 정말 애정합니다아🩵,점심에 방문,예약 없이 이용,바로 입장
4.5,2026년 6월 21일 일요일,샌드위치 너무 맛있어요,점심에 방문,예약 없이 이용,1시간 이상
4.5,2026년 6월 21일 일요일,망고와락 망고도 신선하고 빵시트가 많이 달지 않아서 좋았어요 크림도 안 느끼함! 1-2인 먹기에 양도 적당하고 추천망고롤은 망고랑 같이 망고퓨레? 쨈이 들어서 훨씬 달았어요,아침에 방문,예약 없이 이용,1시간 이상
1,2026년 6월 21일 일요일,샌드위치매장은 줄이없어서 바로들어가서 사서나오니까 빵집 줄도 짧아져서 바로 들어가서 구매했는데 줄까지 기다렸다 샀으면 후회할뻔일부러가서 줄서서 살정도로는 아닌것같아요그냥 내집앞에서 먹고싶을때 바로바로 사먹는게 맛있는거같아요 특별한맛이 있었던 빵은 없었던듯해요 케이크도....샌드위치도...그닥,아침에 방문,예약 없이 이용,10분 이내
5,2026년 6월 20일 토요일,웨이팅이 있지만 지루할 새도 없이 빨리 줄어듭니다눈으로 먹는 빵맛도 예술이네요성심당은 달리 표현할 말이 없어요성심당은 사랑입니다❤️,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 6월 20일 토요일,망고시루망고시루하는 이유를 알겟네요망고 자체가 넘 마싯어요...사실 전 과일+생크림+케이크를 별로 좋아하지 않는 사람이라 망고시루 자체는 10점 중 6.5점 정도지만 망고자체는 1000점임;;; 양도 2명이서 이틀 먹기에 충분하고 보냉도 잘해주셔서 5-6시간 잘이동했어요!!!웨이팅은 토요일 오후 5시 기준 26분 걸렸고(다행)몰랏는데 시루케익 전문점이 생겻네요??? 부띠끄엿다면 1시간 이상 걸렷거나 마감이엇겟죠ㅠ 아무튼 오래 안기다리고 사서 기뻐요!!! 이제는 딸기시루나오면 먹어보고싶네요🩷 기다리는데 보니 중간중간 대기줄 바닥청소하시더라구요!?깨끗해져서 좋긴 한데 청소기에서 나오는 먼지도 많다고 하던데ㅠ 소중한 케이크를 위해 다른 방법은 없을까요?????,저녁에 방문,예약 없이 이용,30분 이내
0.5,2026년 6월 20일 토요일,매장 안에 사람들 너무 많고 들어가질 못하니 입구에서 직원이 줄 아니니 안쪽으로 들어가서 원하는 빵 고르라고 함. 그래서 안으로 들어가니 빵고르는 아저씨가 여기 줄인데 왜 줄안서고 안으로 막 들어오냐고 직원이 그런말 언제하냐고 새치기하지 말라고 짜증 냄. 다시 직원에게 돌아가서 물어보니 계속 방송하고 있다고 하는데 방송소리보다 가게 안에 웅성거리는 소리가 더 큼. 30분이상 줄 서는데 줄 설때 안내종이라도 나눠줘서 나와 같은 불쾌한 경험 하시는 분이 없었으면...,점심에 방문,예약 없이 이용,30분 이상
5,2026년 6월 20일 토요일,역시 성심당!🥹,점심에 방문,,바로 입장
5,2026년 6월 20일 토요일,거리자체가성심당이네요,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 20일 토요일,부추빵 튀김소보루맛있어요그외에 가격이 합리적이예요대가가 있지만 빨리 빨리 빠지는편이예요,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 20일 토요일,매번 방문합니다!,아침에 방문,예약 없이 이용,30분 이상
5,2026년 6월 19일 금요일,빵성지 성심당에 다녀왔어요빵 가격이 착해서 놀랐어요종류도 다양하고요본점.케익부띠끄.엿맛솜씨빙수. 문화원까지투어하면 반나절이 모자라요90년대 초반에 버스 타고 왔었는데 감회가 새로워요빵에 진심인 70년 스토리를 문화원에전시중이에요. 구매한 빵을 먹을 수 있는 공간도있고 굿즈등을 판매하고 있어요성심당의 세계관이 뭉클했어요재방문할거예요강추합니다,점심에 방문,,30분 이내
4,2026년 6월 19일 금요일,좋아요,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 19일 금요일,롤케익 넘 맛있어용ㅠㅠ,점심에 방문,,
4.5,2026년 6월 19일 금요일,금요일 오전 방문했는데 생각보다 줄 별로 안 길었고 안에는 사람이 가득하긴 했음.,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 19일 금요일,빵 종류가 다양하고 무엇보다 가격대가 정말 착해요. 명란 바게트는 구매하자마자 커팅 요청 하면서 바로 먹었을 때가 제일 맛있어요!!,아침에 방문,예약 없이 이용,10분 이내
5,2026년 6월 19일 금요일,매장이 더 넓었으면 좋겠어요. 빵은 맛있어요.,아침에 방문,,
5,2026년 6월 19일 금요일,튀김소보가  제일 맛있어요.  가성비 좋아요. 항상 대기줄은 있어요.  빵 종류도 다양하고 좋아요,밤에 방문,예약 없이 이용,30분 이내
5,2026년 6월 19일 금요일,빵지순례 1순위는 대전 성심당곤점이다시그니처 여러가지를 골라서 서울 집에서 가족들이랑 나눠먹으려고 포장하고 현지에너도 당근 맛나게 잘 먹어봤다,밤에 방문,예약 없이 이용,30분 이내
5,2026년 6월 19일 금요일,굿,밤에 방문,,
5,2026년 6월 18일 목요일,빵 종류별로 맛나용 :),저녁에 방문,예약 없이 이용,10분 이내
2.5,2026년 6월 18일 목요일,ㅇ,저녁에 방문,,
5,2026년 6월 18일 목요일,시루전문점 목요일 오후 3시 30분 이내로 들어가서망고시루 샀어요 메론롤음 품절망고시루 존맛이에요!!!,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 18일 목요일,평일오전에가면 줄 별로 안기니 평일에 방문하세요~~부추빵은 만두피가 그냥 빵으로 바뀐맛.맛있는건 모르겠고 신기한맛이에요ㅋㅋㅋㅋ망고시루케이크는 맛있어요~,점심에 방문,,
5,2026년 6월 18일 목요일,대전의 명물 💛,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 18일 목요일,대전직할시가 아니라 성심딩직할시인감?평일인데도 불구하고 관광객들도 무지 많아서 한참을 기다리다가 겨우 입장했다한마디로 굉장하네요,아침에 방문,예약 없이 이용,30분 이내
5,2026년 6월 17일 수요일,친절하고 맛있어요~~,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 17일 수요일,대전 빵지순례하러 성심당에 왔어요.웨이팅있다해서 걱정했는데 아침 오픈시간에 맞춰서 오니 줄이없네요.다만 빵 몇 종류는 없긴하지만 왠만한건 다 있네요.평일 오픈런해서 편하게 빵 사세요~,아침에 방문,예약 없이 이용,바로 입장
5,2026년 6월 16일 화요일,맛있어요,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 16일 화요일,저번에는 휴일에 와서 사람이 많았는데 평일에오니 편하게 구입해서 갑니다. 👉선물용으로 구매합니다 .,아침에 방문,예약 없이 이용,바로 입장
4.5,2026년 6월 15일 월요일,성심당은 사랑입니딘~가격 착하고 맛있어요,밤에 방문,예약 없이 이용,10분 이내
5,2026년 6월 14일 일요일,저녁 8시에 성심당 Dcc점을 갔더니 빵이 다 소진되었다길래 본점으로 갔어요 평일 마감시간대라 빵종류는 10가지 미만이었고 케익부띠끄는 바로 입장 가능했습니다🥲,저녁에 방문,예약 없이 이용,바로 입장
4,2026년 6월 14일 일요일,성심당 알러뷰 감사합니다,저녁에 방문,,
5,2026년 6월 14일 일요일,우유 빙수로 가성비 좋고 컵으로 되어있어 먹기 편해요 ㅎㅎ 망고도 맛있고 또 먹고싶어여,점심에 방문,,
5,2026년 6월 14일 일요일,일요일 오전10시에도 줄이꽤깁니다.근데 금방빠지긴해요,아침에 방문,예약 없이 이용,30분 이내
5,2026년 6월 13일 토요일,늦게갔더니 웨이팅 적어요 대신 빵 종류도 적음 ㅎㅎ,저녁에 방문,예약 없이 이용,10분 이내
5,2026년 6월 13일 토요일,성심당 본점에 들러 오징어먹물방망이 애플파이 쑥떡앙빵 샀어요 모두 다 달콤하고 맛있어요 재료도 아끼지 않고 꽉찬 맛에 만족해요 또 방문할게요,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 13일 토요일,좋아여,저녁에 방문,,
5,2026년 6월 13일 토요일,늘 맛있는 성심당🥖🍞,저녁에 방문,,
5,2026년 6월 13일 토요일,"대전 가면 필수로 들려야 하는 코스인 성심당! 요새 대전에 다양하고 맛있는 빵집들도 많이 생겼지만 성심당은 안 갈 수가 없는 것 같아요! 여전히 사람 많은데 직원 분들에 웨이팅 줄을 잘 끊어주시고 안내해주셔서 30분 이상 기다렸지만 그렇게 힘들지는 않았습니다! 밖에도 줄이 길지만 내부도 북적북적해서 한 번 보고 바로 골라야 하고 다시 돌아가기는 힘들긴 합니다! 말차튀소는 튀소에 말차크림, 달달한 팥이 있어 맛있었고 역시 튀김소보로 부분이 매력 포인트인 것 같아요! 말차크롸상은 비주얼은 이쁘고 크림이 많이 들어서 묵직한데 생각보다 맛은 아쉬웠어요. 김치찹쌀주먹밥은 한국인이면 누구나 좋아하는 맛입니다! 피자를치즈해는 치즈맛은 생각보다 약하고 달아요. 성심당음 종류도 다양하고 무엇보다 가격이 착해서 좋아요🧡!!",점심에 방문,예약 없이 이용,30분 이상
4,2026년 6월 13일 토요일,튀김소부루 외 다른 빵들이 순차적으로 나오는게 좀더 늦어진 느낌이라 아쉬웠지만 그래도 잔뜩 샀네요:),점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 13일 토요일,굿,점심에 방문,,
5,2026년 6월 13일 토요일,주말에오전 10시이후에는 사람 많아요빵 맛있어요,아침에 방문,예약 없이 이용,10분 이내
5,2026년 6월 12일 금요일,"성심당 항상 사람 많다고 해서 사람 많을 건 각오하고 갔는데, 다행히 매장 시스템이 잘 되어 있어서 그런지 웨이팅은 생각보다 길지 않아 금방 들어갔어요.안으로 들어가니 왜 다들 '성심당, 성심당' 하는지 바로 납득 완료 ^_^ 빵 종류가 정말 어마어마하게 많아서 집게 들고 한참을 고민했습니다.🥭 압도적인 퀄리티의 망고 라인업특히 지금 망고 시즌이라 관련 베이커리들이 가득했는데, 재료를 아끼지 않고 쏟아부은 비주얼이 진짜 예술이더라고요. 보기만 해도 배부를 정도로 꽉 찬 비주얼이 대박이었습니다.~.~",저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 12일 금요일,대전에 볼일 있어 성심당 들러 대량구매갓 나온 튀소는 사랑임김치주먹밥도 맛있고샌드위치도 맛있음,저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 12일 금요일,언제가도 맛있어요!! 대전오면 명란바게트 사려고 옵니다!! 다른것두 다 맛있지만 명란바게트 변함없이 맛있어요!!,점심에 방문,예약 없이 이용,30분 이내
4,2026년 6월 12일 금요일,"​두 번째 성심당 방문인데 빵 맛과 가격, 친절함은 만족스러웠습니다. 손님들 매너 덕에 밀침은 없었지만, 1층 매장 안 밀집도가 너무 높아 인파에 떠밀려 다녀야 했습니다. 최소한의 여유를 갖고 빵을 고를 수 있는 환경이 아니라 아쉬웠습니다.​특히 엄청난 인파를 헤치며 빵을 트레이째 채워 넣는 직원분의 너무 지쳐 보이는 표정이 마음 쓰였습니다. 직원 복지가 좋다고 들었지만, 이런 힘든 근무 환경은 직원분들께도 무리가 되지 않을까 싶더군요.​무엇보다 가장 우려되는 건 안전입니다. 매장 안에 사람이 너무 많아 자칫 잘못하면 인명사고가 날 수도 있겠다는 불안감이 들었습니다. 안으로 들어오는 입장 인원수를  제한하는 등, 손님과 직원 모두의 안전을 위한 실질적인 개선이 꼭 이루어지면 좋겠습니다​",점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 12일 금요일,"부추빵 다나갔는지 아쉽게 구매못했지만, 튀김소보루 갓나와서 바사삭 넘 맛나네요. 보문산메아리도 역시 맛나요~",점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 12일 금요일,명불허전 성심당👍,아침에 방문,예약 없이 이용,바로 입장
4,2026년 6월 12일 금요일,좋아요 ㅎㅎ 좋아요 😀,아침에 방문,,
5,2026년 6월 11일 목요일,역시 대전의 자랑 성심당이라 그런지 사람이 많았어요. 그래도 회전율이 좋아서 대기 인원이 빠르게 줄어들었어요.빵 메뉴가 다양하고 가격이 착해요. 맛도 너무 맛있어서 굿!,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 11일 목요일,"옐로우망고,소금빵,망고패션,치즈퐁듀,요즘 인기를 달리고 있는 초코버터바게트등을 구매해서 먹어봤는데 역시 믿고먹는 성심당답게 퀄리티가 있고 맛있네요 소금빵이 꽤나 저렴해서 놀랐습니다",점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 11일 목요일,포장해서 왔는데 검정색의 정체가 뭘까요? 다섯번은 전화했는데 연결이 안되고 그냥 끊어지네요. 낼 다시 연락해봐야겠죠 ㅡㅡ,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 11일 목요일,9시쯤 갔는데 밖에는 줄이 없지만 안에는 사람들 가득!! 직원분들 다 친절하고 빵도 맛있고 좋았어요!,아침에 방문,예약 없이 이용,바로 입장
5,2026년 6월 10일 수요일,"평일 저녁 7시 방문!초코바게트랑 부추빵, 말차튀소, 햄치즈크로와상 구매했어요진짜 다 너무 맛있고초코바게트는 당일에 먹어야맛잇을거같아요 냉장하고 나니 살짝 아쉬웠음 ㅜ 모든 빵은 냉동으로 ...!!!최애는 부추빵 ♥",저녁에 방문,예약 없이 이용,바로 입장
5,2026년 6월 10일 수요일,가성비 좋은 빵집온김에 들리는걸 추천,점심에 방문,예약 없이 이용,30분 이내
5,2026년 6월 10일 수요일,성심당 본점 처음 이용해봤어요. 사람 엄청 많은데 줄은 엄청 빨리 빠지네요,점심에 방문,,
5,2026년 6월 10일 수요일,"대전방문길에는 성심당을 빠질수 없죠.보문산메아리 6,000판티롱부추빵 2,000 x 2초코튀김소보로 2,000반할번 2,500김치찹쌀주먹밥 2,500 x 2레드와인빵 4,500명란바게트 3,800화쏘브레드 3,500이탈리안살시차 4,500후렌치파이 2,000",점심에 방문,예약 없이 이용,30분 이내
4.5,2026년 6월 10일 수요일,대구 성심당 빵지순례 다녀왔어요. 진짜 방 가성비도 좋고 맛있네요.#클립크리에이터,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 10일 수요일,왜 대전 성심당인지 알게 해주는 맛이에요~ 평일에 갔는데도 사람 겁나 많음,점심에 방문,예약 없이 이용,바로 입장
5,2026년 6월 10일 수요일,가게가 좁아서 불편하지만 빵도 많고 맛있어요,점심에 방문,예약 없이 이용,10분 이내
5,2026년 6월 10일 수요일,평일 아침 오픈런바로 입장 맛있는 빵 줍줍대표메뉴 튀소가 역쉬 맛있어요다 맛있는 튀소그리고 주먹밥이 킥 찹쌀로 만들어서 쫄깃하고 맛나요,아침에 방문,예약 없이 이용,바로 입장
5,2026년 6월 9일 화요일,"오랜만에 성심당 본점에 가서 빵을 사냥하고 왔어요. 요즘 휘발유 가격이 많이 올라서 부담스러워졌지만, 그래도 늘 만족스러워요. 명란바게트나 튀소 시리즈는 언제나 좋아요. 특히 이번에 튀소 45주년으로 나온 말차튀소는 말차 크림이 진해서 진짜 맛있는데, 수량이 적어서 별로 못 샀네요.",점심에 방문,,30분 이내
